CODITEM,ITEM,LINEA,ANIO,SEMANA,DEMANDA,DEMANDA_T_1,DEMANDA_T_2,MEDIA_MOVIL_4,STD_4,ES_CRITICO,STOCK_MINIMO
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,39,6.0,2.0,4.0,4.0,1.41,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,39,9.0,10.0,4.0,6.75,2.77,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,39,5.0,2.0,9.0,5.0,2.55,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,39,10.0,4.0,4.0,5.5,2.6,True,15
30369,"TUBOS DE 2""",AASS,2025,40,11.0,6.0,19.0,9.5,7.32575365861197,True,24
30370,"TUBOS DE 3"" - 3ML",AASS,2025,40,6.0,56.0,3.0,19.5,24.691429012243635,True,49
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,40,12.0,4.0,8.0,7.75,3.3040379335998047,True,19
30372,"CODOS DE 2"" X 45",AASS,2025,40,34.0,27.0,36.0,29.5,6.855654600401046,True,74
30373,"CODOS DE 2"" X90",AASS,2025,40,27.0,20.0,41.0,26.25,10.688779163215974,True,66
30376,"CODOS DE 4"" X 45",AASS,2025,40,11.0,5.0,8.0,6.75,3.5,True,17
30377,"CODOS DE 4"" X 90",AASS,2025,40,11.0,4.0,10.0,6.75,4.425306015783918,True,17
30378,"REJILLA CROMADA DE 2""",AASS,2025,40,6.0,2.0,2.0,3.75,2.061552812808828,True,9
30381,"REJILLA PLASTICA DE 3""",AASS,2025,40,2.0,2.0,5.0,3.5,1.7320508075688772,True,9
30386,"YEE DE 2""",AASS,2025,40,5.0,3.0,7.0,4.25,2.2173557826083448,True,11
30388,"YEE 4""",AASS,2025,40,2.0,8.0,4.0,4.25,2.6299556396765835,True,11
30389,YEE 4A2,AASS,2025,40,3.0,4.0,10.0,5.5,3.1091263510296057,True,14
30390,REDUCTORES DE 4 A 2,AASS,2025,40,4.0,4.0,5.0,3.5,1.7320508075688772,True,9
30397,"SIFON DE 2""",AASS,2025,40,6.0,6.0,6.0,6.5,0.9999999999999952,True,16
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,40,25.0,32.0,41.0,42.25,20.254629100529087,True,106
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,40,3.0,6.0,10.0,5.25,3.593976442141304,True,13
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,40,4.0,5.0,7.0,6.5,2.6457513110645863,True,16
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,40,4.0,10.0,5.0,5.5,3.1091263510296065,True,14
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,40,3.0,4.0,8.0,4.25,2.6299556396765835,True,11
30512,TEFLON 19MM*02MM*15M,AAPP,2025,40,7.0,15.0,14.0,10.5,4.654746681256316,True,26
30532,"REJILLA PLASTICA DE 2""",AASS,2025,40,1.0,6.0,1.0,3.5,2.886751345948128,True,9
925623,CODO PEGABLE 32MM*45 ERA,AAPP,2025,40,6.0,3.0,1.0,3.5,2.0816659994661326,True,9
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,40,4.0,6.0,3.0,4.25,1.258305739211791,True,11
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,40,5.0,2.0,5.0,3.5,1.73205080756888,True,9
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2025,40,4.0,3.0,2.0,3.0,0.816496580927726,True,8
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,40,9.0,13.0,12.0,16.0,9.486832980505127,True,40
AAPP-011,"UNION DE 1/2""",AAPP,2025,40,5.0,10.0,2.0,6.25,3.499999999999998,True,16
AAPP-013,"TAPON HEMBRA DE 1/2""",AAPP,2025,40,4.0,6.0,1.0,4.75,2.98607881119482,True,12
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,40,6.0,1.0,12.0,7.25,4.856267428111154,True,18
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,40,6.0,1.0,9.0,7.25,5.057996968497838,True,18
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,40,1.0,38.0,1.0,10.5,18.33939293797189,True,26
OF1-024,"CODO PRESION 32"" X 90",AAPP,2025,40,6.0,8.0,8.0,5.75,3.304037933599835,True,14
OF1-031,REDUCTOR 25*20 PRESIOM,AAPP,2025,40,5.0,3.0,9.0,5.25,2.6299556396765835,True,13
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,40,6.0,8.0,8.0,6.75,1.3,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,40,6.0,1.0,6.0,4.25,2.05,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,40,3.0,4.0,4.0,4.25,1.09,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,40,4.0,6.0,2.0,4.0,1.41,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,40,4.0,9.0,10.0,6.75,2.77,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,40,5.0,5.0,2.0,5.25,2.49,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,40,3.0,10.0,4.0,5.25,2.77,True,15
30369,"TUBOS DE 2""",AASS,2025,41,1.0,11.0,6.0,9.25,7.675719293112969,True,23
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,41,1.0,12.0,4.0,6.25,4.787135538781669,True,16
30372,"CODOS DE 2"" X 45",AASS,2025,41,4.0,34.0,27.0,25.25,14.68275632615802,True,63
30373,"CODOS DE 2"" X90",AASS,2025,41,9.0,27.0,20.0,24.25,13.400870618483465,True,61
30377,"CODOS DE 4"" X 90",AASS,2025,41,2.0,11.0,4.0,6.75,4.425306015783918,True,17
30378,"REJILLA CROMADA DE 2""",AASS,2025,41,6.0,6.0,2.0,4.0,2.3094010767585007,True,10
30386,"YEE DE 2""",AASS,2025,41,1.0,5.0,3.0,4.0,2.5819888974716108,True,10
30388,"YEE 4""",AASS,2025,41,2.0,2.0,8.0,4.0,2.8284271247461903,True,10
30389,YEE 4A2,AASS,2025,41,2.0,3.0,4.0,4.75,3.5939764421413045,True,12
30390,REDUCTORES DE 4 A 2,AASS,2025,41,2.0,4.0,4.0,3.75,1.2583057392117918,True,9
30397,"SIFON DE 2""",AASS,2025,41,3.0,6.0,6.0,5.25,1.499999999999997,True,13
30412,"CODO 1/2"" X45",AAPP,2025,41,4.0,6.0,10.0,9.5,6.191391873668905,True,24
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,41,26.0,25.0,32.0,31.0,7.34846922834951,True,78
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,41,3.0,3.0,6.0,5.5,3.3166247903554,True,14
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,41,11.0,4.0,5.0,6.75,3.095695936834448,True,17
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,41,3.0,4.0,1.0,5.25,5.315072906367325,True,13
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,41,7.0,4.0,10.0,6.5,2.6457513110645925,True,16
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,41,2.0,3.0,4.0,4.25,2.6299556396765835,True,11
30512,TEFLON 19MM*02MM*15M,AAPP,2025,41,5.0,7.0,15.0,10.25,4.991659710623981,True,26
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,41,1.0,4.0,6.0,3.5,2.081665999466132,True,9
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,41,6.0,5.0,2.0,4.5,1.73205080756888,True,11
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,41,14.0,9.0,13.0,12.0,2.160246899469236,True,30
AAPP-038,CAJETIN MEDIDOR AGUA,AAPP,2025,41,1.0,1.0,15.0,5.75,6.601767440112787,True,14
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,41,2.0,7.0,3.0,13.5,19.122412679017955,True,34
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,41,13.0,1.0,38.0,13.25,17.442763542512406,True,33
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,41,3.0,6.0,8.0,6.25,2.05,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,41,4.0,6.0,1.0,4.25,2.05,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,41,7.0,3.0,4.0,4.5,1.5,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,41,8.0,4.0,6.0,5.0,2.24,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,41,4.0,4.0,9.0,6.75,2.77,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,41,6.0,5.0,5.0,4.5,1.5,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,41,6.0,3.0,10.0,5.75,2.68,True,15
30369,"TUBOS DE 2""",AASS,2025,42,7.0,1.0,11.0,6.25,4.112987559751022,True,16
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,42,7.0,1.0,12.0,6.0,4.690415759823408,True,15
30372,"CODOS DE 2"" X 45",AASS,2025,42,16.0,4.0,34.0,20.25,13.124404748406688,True,51
30373,"CODOS DE 2"" X90",AASS,2025,42,16.0,9.0,27.0,18.0,7.52772652709081,True,45
30376,"CODOS DE 4"" X 45",AASS,2025,42,5.0,11.0,5.0,7.25,2.8722813232690143,True,18
30377,"CODOS DE 4"" X 90",AASS,2025,42,4.0,2.0,11.0,5.25,3.947573094109004,True,13
30378,"REJILLA CROMADA DE 2""",AASS,2025,42,26.0,6.0,6.0,10.0,10.83205120618128,True,25
30388,"YEE 4""",AASS,2025,42,6.0,2.0,2.0,4.5,3.0,True,11
30389,YEE 4A2,AASS,2025,42,9.0,2.0,3.0,4.5,3.1091263510296057,True,11
30390,REDUCTORES DE 4 A 2,AASS,2025,42,5.0,2.0,4.0,3.75,1.2583057392117918,True,9
30397,"SIFON DE 2""",AASS,2025,42,6.0,3.0,6.0,5.25,1.499999999999997,True,13
30412,"CODO 1/2"" X45",AAPP,2025,42,50.0,4.0,6.0,17.5,21.80978373727412,True,44
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,42,38.0,26.0,25.0,30.25,6.020797289396119,True,76
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,42,5.0,3.0,3.0,4.25,1.5,True,11
30423,"TUBO DE 1/2"" DE AGUA CALIENTE- ROJA",AAPP,2025,42,1.0,1.0,5.0,2.0,2.0,True,5
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,42,25.0,11.0,4.0,11.25,9.673847907287632,True,28
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,42,75.0,3.0,4.0,20.75,36.1881656530603,True,52
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,42,12.0,7.0,4.0,8.25,3.5000000000000013,True,21
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,42,25.0,10.0,20.0,19.0,6.37704215656972,True,48
30512,TEFLON 19MM*02MM*15M,AAPP,2025,42,6.0,5.0,7.0,8.25,4.5734742446707495,True,21
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,42,14.0,1.0,4.0,6.25,5.560275772537426,True,16
AAPP-003,"NEPLO PERDIDO 3/4"" ",AAPP,2025,42,1.0,2.0,6.0,3.0,2.160246899469287,True,8
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,42,7.0,6.0,5.0,5.0,2.1602468994692887,True,12
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2025,42,24.0,4.0,3.0,8.25,10.53169818531972,True,21
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,42,52.0,14.0,9.0,22.0,20.116328359486143,True,55
AAPP-011,"UNION DE 1/2""",AAPP,2025,42,59.0,5.0,10.0,19.0,26.87005768508881,True,48
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,42,3.0,2.0,7.0,3.75,2.217355782608345,True,9
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,42,6.0,3.0,6.0,5.75,1.79,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,42,3.0,4.0,6.0,3.5,1.8,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,42,9.0,7.0,3.0,5.75,2.38,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,42,6.0,8.0,4.0,6.0,1.41,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,42,3.0,4.0,4.0,5.0,2.35,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,42,4.0,6.0,5.0,5.0,0.71,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,42,7.0,6.0,3.0,6.5,2.5,True,15
30369,"TUBOS DE 2""",AASS,2025,43,8.0,7.0,1.0,6.75,4.193248541803041,True,17
30370,"TUBOS DE 3"" - 3ML",AASS,2025,43,2.0,6.0,56.0,16.75,26.22181026041744,True,42
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,43,11.0,7.0,1.0,7.75,4.991659710623959,True,19
30372,"CODOS DE 2"" X 45",AASS,2025,43,36.0,16.0,4.0,22.5,15.264337522473747,True,56
30373,"CODOS DE 2"" X90",AASS,2025,43,60.0,16.0,9.0,28.0,22.583179581272432,True,70
30376,"CODOS DE 4"" X 45",AASS,2025,43,5.0,5.0,11.0,6.5,3.0,True,16
30377,"CODOS DE 4"" X 90",AASS,2025,43,5.0,4.0,2.0,5.5,3.872983346207417,True,14
30378,"REJILLA CROMADA DE 2""",AASS,2025,43,8.0,26.0,6.0,11.5,9.712534856222309,True,29
30381,"REJILLA PLASTICA DE 3""",AASS,2025,43,10.0,1.0,2.0,3.75,4.193248541803041,True,9
30386,"YEE DE 2""",AASS,2025,43,4.0,2.0,1.0,3.0,1.8257418583505527,True,8
30388,"YEE 4""",AASS,2025,43,4.0,6.0,2.0,3.5,1.914854215512676,True,9
30389,YEE 4A2,AASS,2025,43,8.0,9.0,2.0,5.5,3.5118845842842465,True,14
30390,REDUCTORES DE 4 A 2,AASS,2025,43,7.0,5.0,2.0,4.5,2.081665999466133,True,11
30397,"SIFON DE 2""",AASS,2025,43,12.0,6.0,3.0,6.75,3.7749172176353736,True,17
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,43,51.0,38.0,26.0,35.0,12.192894105447907,True,88
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,43,8.0,5.0,3.0,4.75,2.362907813126304,True,12
30423,"TUBO DE 1/2"" DE AGUA CALIENTE- ROJA",AAPP,2025,43,1.0,1.0,1.0,2.0,2.0,True,5
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,43,1.0,25.0,11.0,10.25,10.688779163215973,True,26
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,43,12.0,12.0,7.0,8.75,3.947573094109005,True,22
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,43,25.0,2.0,11.0,13.25,9.535023160258536,True,33
30512,TEFLON 19MM*02MM*15M,AAPP,2025,43,4.0,6.0,5.0,5.5,1.290994448735813,True,14
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,43,12.0,14.0,1.0,7.75,6.238322424070967,True,19
AAPP-003,"NEPLO PERDIDO 3/4"" ",AAPP,2025,43,5.0,1.0,2.0,3.5,2.3804761428476167,True,9
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,43,5.0,7.0,6.0,5.75,0.9574271077563432,True,14
AAPP-006,"TEE DE 3/4""",AAPP,2025,43,2.0,4.0,6.0,4.0,1.632993161855455,True,10
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2025,43,4.0,24.0,4.0,8.75,10.177589760514683,True,22
AAPP-009,"NEPLO 3/4"" X 10 CM",AAPP,2025,43,4.0,3.0,2.0,3.0,0.8164965809277263,True,8
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,43,18.0,52.0,14.0,23.25,19.517086531208147,True,58
AAPP-011,"UNION DE 1/2""",AAPP,2025,43,4.0,59.0,5.0,19.5,26.463811768778385,True,49
AAPP-038,CAJETIN MEDIDOR AGUA,AAPP,2025,43,4.0,1.0,1.0,5.25,6.652067347825035,True,13
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,43,6.0,3.0,2.0,4.5,2.3804761428476167,True,11
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,43,7.0,6.0,3.0,5.5,1.5,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,43,6.0,3.0,4.0,4.75,1.3,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,43,4.0,9.0,7.0,5.75,2.38,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,43,10.0,6.0,8.0,7.0,2.24,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,43,6.0,3.0,4.0,4.25,1.09,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,43,3.0,4.0,6.0,4.5,1.12,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,43,4.0,7.0,6.0,5.0,1.58,True,15
30369,"TUBOS DE 2""",AASS,2025,44,3.0,8.0,7.0,4.75,3.304037933599835,True,12
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,44,6.0,11.0,7.0,6.25,4.112987559750998,True,16
30372,"CODOS DE 2"" X 45",AASS,2025,44,21.0,36.0,16.0,19.25,13.25078614020064,True,48
30373,"CODOS DE 2"" X90",AASS,2025,44,9.0,60.0,16.0,23.5,24.55605831561736,True,59
30376,"CODOS DE 4"" X 45",AASS,2025,44,2.0,5.0,5.0,5.75,3.774917217635375,True,14
30377,"CODOS DE 4"" X 90",AASS,2025,44,1.0,5.0,4.0,3.0,1.825741858350555,True,8
30378,"REJILLA CROMADA DE 2""",AASS,2025,44,5.0,8.0,26.0,11.25,9.912113800799505,True,28
30388,"YEE 4""",AASS,2025,44,3.0,4.0,6.0,3.75,1.707825127659933,True,9
30389,YEE 4A2,AASS,2025,44,5.0,8.0,9.0,6.0,3.1622776601683795,True,15
30390,REDUCTORES DE 4 A 2,AASS,2025,44,3.0,7.0,5.0,4.25,2.217355782608345,True,11
30397,"SIFON DE 2""",AASS,2025,44,6.0,12.0,6.0,6.75,3.7749172176353736,True,17
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,44,24.0,51.0,38.0,34.75,12.47330482804509,True,87
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,44,9.0,8.0,5.0,6.25,2.753785273643051,True,16
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,44,4.0,12.0,12.0,8.75,3.947573094109005,True,22
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,44,4.0,4.0,2.0,3.0,1.1547005383792517,True,8
30512,TEFLON 19MM*02MM*15M,AAPP,2025,44,3.0,4.0,6.0,4.5,1.290994448735813,True,11
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,44,6.0,12.0,14.0,8.25,5.909032633745278,True,21
AAPP-006,"TEE DE 3/4""",AAPP,2025,44,3.0,2.0,4.0,3.75,1.707825127659936,True,9
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2025,44,5.0,4.0,24.0,9.25,9.84462628374824,True,23
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,44,6.0,18.0,52.0,22.5,20.2895703913776,True,56
AAPP-013,"TAPON HEMBRA DE 1/2""",AAPP,2025,44,4.0,4.0,6.0,3.75,2.0615528128088303,True,9
AAPP-030,COLLARIN 75 X 1/2 ,AAPP,2025,44,5.0,4.0,6.0,4.75,0.957427107756338,True,12
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,44,7.0,6.0,3.0,4.5,2.3804761428476167,True,11
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,44,5.0,7.0,6.0,5.25,1.48,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,44,1.0,6.0,3.0,3.5,1.8,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,44,4.0,4.0,9.0,6.0,2.12,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,44,4.0,10.0,6.0,7.0,2.24,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,44,6.0,6.0,3.0,4.75,1.3,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,44,5.0,3.0,4.0,4.5,1.12,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,44,5.0,4.0,7.0,5.5,1.12,True,15
30369,"TUBOS DE 2""",AASS,2025,45,5.0,3.0,8.0,5.75,2.217355782608345,True,14
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,45,2.0,6.0,11.0,6.5,3.6968455021364455,True,16
30372,"CODOS DE 2"" X 45",AASS,2025,45,7.0,21.0,36.0,20.0,12.138094304022085,True,50
30373,"CODOS DE 2"" X90",AASS,2025,45,12.0,9.0,60.0,24.25,24.00520776831561,True,61
30376,"CODOS DE 4"" X 45",AASS,2025,45,8.0,2.0,5.0,5.0,2.449489742783178,True,12
30377,"CODOS DE 4"" X 90",AASS,2025,45,2.0,1.0,5.0,3.0,1.825741858350555,True,8
30378,"REJILLA CROMADA DE 2""",AASS,2025,45,2.0,5.0,8.0,10.25,10.781929326423912,True,26
30388,"YEE 4""",AASS,2025,45,1.0,3.0,4.0,3.5,2.0816659994661326,True,9
30389,YEE 4A2,AASS,2025,45,2.0,5.0,8.0,6.0,3.1622776601683795,True,15
30397,"SIFON DE 2""",AASS,2025,45,1.0,6.0,12.0,6.25,4.499999999999999,True,16
30412,"CODO 1/2"" X45",AAPP,2025,45,8.0,50.0,4.0,17.0,22.06052281036573,True,42
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,45,34.0,24.0,51.0,36.75,11.176612486199309,True,92
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,45,4.0,9.0,8.0,6.5,2.3804761428476167,True,16
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,45,7.0,1.0,25.0,11.0,10.198039027185567,True,28
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,45,3.0,75.0,3.0,21.25,35.83643397437864,True,53
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,45,10.0,4.0,12.0,9.5,3.785938897200184,True,24
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,45,8.0,4.0,4.0,4.5,2.516611478423583,True,11
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,45,19.0,25.0,2.0,14.25,9.97914491994847,True,36
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,45,11.0,25.0,10.0,16.5,7.234178138070285,True,41
30512,TEFLON 19MM*02MM*15M,AAPP,2025,45,10.0,3.0,4.0,5.75,3.0956959368344545,True,14
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,45,6.0,6.0,12.0,9.5,4.123105625617661,True,24
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,45,6.0,5.0,7.0,6.0,0.8164965809277318,True,15
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2025,45,8.0,5.0,4.0,10.25,9.322910847297996,True,26
AAPP-009,"NEPLO 3/4"" X 10 CM",AAPP,2025,45,4.0,4.0,3.0,3.25,0.9574271077563382,True,8
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,45,23.0,6.0,18.0,24.75,19.517086531208147,True,62
AAPP-011,"UNION DE 1/2""",AAPP,2025,45,8.0,4.0,59.0,19.0,26.72077843177477,True,48
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,45,3.0,6.0,1.0,4.75,3.499999999999998,True,12
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,45,1.0,13.0,1.0,13.25,17.442763542512406,True,33
OF1-031,REDUCTOR 25*20 PRESIOM,AAPP,2025,45,1.0,5.0,3.0,4.5,3.415650255319866,True,11
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,45,2.0,5.0,7.0,5.0,1.87,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,45,5.0,1.0,6.0,3.75,1.92,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,45,7.0,4.0,4.0,6.0,2.12,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,45,4.0,4.0,10.0,6.0,2.45,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,45,6.0,6.0,6.0,5.25,1.3,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,45,4.0,5.0,3.0,4.0,0.71,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,45,6.0,5.0,4.0,5.5,1.12,True,15
30369,"TUBOS DE 2""",AASS,2025,46,22.0,5.0,3.0,9.5,8.582928793055823,True,24
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,46,29.0,2.0,6.0,12.0,11.916375287812976,True,30
30372,"CODOS DE 2"" X 45",AASS,2025,46,44.0,7.0,21.0,27.0,16.391054470858997,True,68
30373,"CODOS DE 2"" X90",AASS,2025,46,70.0,12.0,9.0,37.75,31.752952618614856,True,94
30376,"CODOS DE 4"" X 45",AASS,2025,46,9.0,8.0,2.0,6.0,3.1622776601683795,True,15
30377,"CODOS DE 4"" X 90",AASS,2025,46,19.0,2.0,1.0,6.75,8.341662504161466,True,17
30378,"REJILLA CROMADA DE 2""",AASS,2025,46,2.0,2.0,5.0,4.25,2.8722813232690108,True,11
30388,"YEE 4""",AASS,2025,46,16.0,1.0,3.0,6.0,6.782329983125268,True,15
30389,YEE 4A2,AASS,2025,46,14.0,2.0,5.0,7.25,5.123475382979799,True,18
30390,REDUCTORES DE 4 A 2,AASS,2025,46,2.0,3.0,7.0,4.25,2.217355782608345,True,11
30397,"SIFON DE 2""",AASS,2025,46,27.0,1.0,6.0,11.5,11.269427669584644,True,29
30412,"CODO 1/2"" X45",AAPP,2025,46,22.0,8.0,50.0,21.0,20.81665999466133,True,52
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,46,47.0,34.0,24.0,39.0,12.355835328567078,True,98
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,46,14.0,7.0,1.0,11.75,10.30776406404415,True,29
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,46,13.0,3.0,75.0,23.5,34.65544690232691,True,59
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,46,2.0,10.0,4.0,7.0,4.760952285695234,True,18
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,46,11.0,11.0,25.0,14.25,7.182153808805131,True,36
30512,TEFLON 19MM*02MM*15M,AAPP,2025,46,11.0,10.0,3.0,7.0,4.082482904638632,True,18
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,46,1.0,6.0,5.0,4.75,2.6299556396765853,True,12
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,46,31.0,23.0,6.0,19.5,10.472185381603328,True,49
AAPP-011,"UNION DE 1/2""",AAPP,2025,46,11.0,8.0,4.0,20.5,25.826343140289914,True,51
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,46,3.0,3.0,6.0,3.25,2.0615528128088267,True,8
